18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
18,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,18
18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,60,-1,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,-1,-1,60,-1,-1
-1,39,35,-1,39,35,-1,-1,-1,-1,-1,-1,-1,-1,39,35,-1,39,35,-1
-1,41,37,-1,41,37,-1,-1,-1,-1,-1,-1,-1,-1,41,37,-1,41,37,-1
-1,41,37,-1,41,37,-1,-1,-1,-1,-1,-1,-1,67,41,37,-1,41,37,-1
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
