107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
-1,106,-1,106,-1,106,-1,-1,106,-1,-1,106,-1,-1,106,-1,106,-1,106,-1
-1,106,-1,106,-1,106,-1,-1,106,-1,-1,106,-1,-1,106,-1,106,-1,106,-1
-1,106,-1,-1,-1,106,-1,-1,-1,-1,-1,106,-1,-1,-1,-1,106,-1,106,-1
-1,106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106,-1,-1,-1
-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,-1,-1
-1,-1,-1,-1,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
106,-1,39,35,-1,-1,-1,-1,106,-1,-1,-1,-1,106,-1,-1,39,35,-1,-1
106,-1,41,37,-1,106,-1,-1,106,-1,-1,106,-1,106,-1,-1,41,37,106,-1
106,-1,41,37,-1,106,-1,-1,106,-1,-1,106,-1,106,-1,-1,41,37,106,-1
107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
